IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,1990,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.01,,,0,,1.34,0.01 [0 - 1.34],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,1990,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.09,,,0,,1.94,0.09 [0 - 1.94],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2022,TRUE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.23,,,0,,1.46,0.23 [0 - 1.46],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2022,TRUE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,1.14,0.02 [0 - 1.14],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2022,TRUE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.01,,,0,,0.9,0.01 [0 - 0.9],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2021,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.23,,,0,,1.42,0.23 [0 - 1.42],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2021,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,1.13,0.02 [0 - 1.13],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2021,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.01,,,0,,0.91,0.01 [0 - 0.91],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2020,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.24,,,0,,1.41,0.24 [0 - 1.41],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2020,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,1.12,0.02 [0 - 1.12],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2020,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.01,,,0,,0.91,0.01 [0 - 0.91],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2019,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.23,,,0,,1.35,0.23 [0 - 1.35],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2019,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,1.1,0.02 [0 - 1.1],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2019,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,0.91,0.02 [0 - 0.91],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2018,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.23,,,0,,1.35,0.23 [0 - 1.35],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2018,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,1.1,0.02 [0 - 1.1],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2018,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.01,,,0,,0.91,0.01 [0 - 0.91],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2017,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.23,,,0,,1.34,0.23 [0 - 1.34],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2017,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,1.08,0.02 [0 - 1.08],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2017,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,0.9,0.02 [0 - 0.9],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2016,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.23,,,0,,1.26,0.23 [0 - 1.26],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2016,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,1.07,0.02 [0 - 1.07],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2016,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,0.9,0.02 [0 - 0.9],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2015,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.21,,,0,,1.27,0.21 [0 - 1.27],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2015,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,1.05,0.02 [0 - 1.05],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2015,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,0.88,0.02 [0 - 0.88],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2014,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.21,,,0,,1.21,0.21 [0 - 1.21],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2014,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,1.02,0.03 [0 - 1.02],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2014,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,0.88,0.02 [0 - 0.88],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2013,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.21,,,0,,1.18,0.21 [0 - 1.18],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2013,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,1,0.03 [0 - 1.0],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2013,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,0.86,0.02 [0 - 0.86],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2012,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.20,,,0,,1.13,0.2 [0 - 1.13],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2012,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,0.97,0.03 [0 - 0.97],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2012,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,0.84,0.02 [0 - 0.84],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2011,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.21,,,0,,1.16,0.21 [0 - 1.16],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2011,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,0.94,0.03 [0 - 0.94],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2011,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,0.83,0.02 [0 - 0.83],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2010,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.20,,,0,,1.05,0.2 [0 - 1.05],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2010,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,0.89,0.03 [0 - 0.89],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2010,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,0.79,0.03 [0 - 0.79],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2009,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.20,,,0,,1,0.2 [0 - 1.0],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2009,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,0.84,0.03 [0 - 0.84],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2009,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.02,,,0,,0.76,0.02 [0 - 0.76],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2008,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.19,,,0,,1,0.19 [0 - 1.0],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2008,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.04,,,0,,0.81,0.03 [0 - 0.81],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2008,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,0.72,0.03 [0 - 0.72],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2007,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.19,,,0.002,,0.97,0.19 [0 - 0.97],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2007,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.04,,,0,,0.77,0.04 [0 - 0.77],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2007,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,0.69,0.03 [0 - 0.69],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2006,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.19,,,0.002,,0.89,0.19 [0 - 0.89],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2006,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.04,,,0,,0.73,0.04 [0 - 0.73],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2006,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,0.63,0.03 [0 - 0.63],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2005,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.18,,,0.004,,0.89,0.18 [0 - 0.89],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2005,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.04,,,0,,0.67,0.04 [0 - 0.67],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2005,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,0.6,0.03 [0 - 0.6],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2004,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.18,,,0.004,,0.86,0.18 [0 - 0.86],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2004,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.04,,,0,,0.64,0.04 [0 - 0.64],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2004,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,0.59,0.03 [0 - 0.59],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2003,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.18,,,0.004,,0.84,0.18 [0 - 0.84],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2003,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.04,,,0,,0.64,0.04 [0 - 0.64],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2003,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.03,,,0,,0.6,0.03 [0 - 0.6],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2002,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.18,,,0.006,,0.86,0.18 [0.01 - 0.86],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2002,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.04,,,0,,0.62,0.04 [0 - 0.62],,,EN,2024-07-01
