IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2022,TRUE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,11.85,,,6.5,,14.07,11.85 [6.5 - 14.07],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2022,TRUE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,1.32,,,0.13,,2.72,1.32 [0.13 - 2.72],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2022,TRUE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,10.70,,,5.77,,11.33,10.7 [5.77 - 11.33],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2021,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,11.59,,,7.2,,13.63,11.59 [7.2 - 13.63],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2021,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,1.25,,,0.15,,2.5,1.25 [0.15 - 2.5],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2021,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,10.48,,,6.42,,11.1,10.48 [6.42 - 11.1],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2020,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,11.29,,,7.32,,13.23,11.29 [7.32 - 13.23],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2020,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,1.16,,,0.19,,2.25,1.16 [0.19 - 2.25],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2020,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,10.22,,,6.93,,10.86,10.22 [6.93 - 10.86],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2019,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,11.02,,,7.67,,12.8,11.02 [7.67 - 12.8],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2019,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,1.07,,,0.26,,2.04,1.07 [0.26 - 2.04],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2019,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,9.98,,,7.35,,10.62,9.98 [7.35 - 10.62],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2018,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,10.72,,,7.83,,12.44,10.72 [7.83 - 12.44],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2018,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,1.01,,,0.29,,1.8,1.01 [0.29 - 1.8],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2018,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,9.74,,,7.53,,10.37,9.74 [7.53 - 10.37],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2017,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,10.40,,,7.81,,12.02,10.4 [7.81 - 12.02],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2017,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.93,,,0.33,,1.59,0.93 [0.33 - 1.59],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2017,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,9.49,,,7.5,,10.13,9.49 [7.5 - 10.13],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,10.14,,,7.73,,11.66,10.14 [7.73 - 11.66],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.87,,,0.36,,1.45,0.87 [0.36 - 1.45],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,9.24,,,7.47,,9.89,9.24 [7.47 - 9.89],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2015,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,9.80,,,7.34,,11.24,9.8 [7.34 - 11.24],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2015,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.80,,,0.34,,1.35,0.8 [0.34 - 1.35],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2015,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,8.98,,,7.41,,9.62,8.98 [7.41 - 9.62],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2014,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,9.47,,,7.01,,10.93,9.47 [7.01 - 10.93],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2014,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.74,,,0.3,,1.34,0.74 [0.3 - 1.34],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2014,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,8.72,,,7.05,,9.36,8.72 [7.05 - 9.36],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2013,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,9.13,,,6.66,,10.56,9.13 [6.66 - 10.56],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2013,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.68,,,0.23,,1.33,0.68 [0.23 - 1.33],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2013,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,8.43,,,6.66,,9.1,8.43 [6.66 - 9.1],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2012,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,8.77,,,6.26,,10.26,8.77 [6.26 - 10.26],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2012,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.63,,,0.16,,1.38,0.63 [0.16 - 1.38],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2012,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,8.13,,,6.24,,8.83,8.13 [6.24 - 8.83],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2011,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,8.40,,,5.68,,9.95,8.4 [5.68 - 9.95],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2011,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.58,,,0.11,,1.38,0.58 [0.11 - 1.38],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2011,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,7.84,,,5.43,,8.56,7.84 [5.43 - 8.56],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2010,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,8.06,,,4.96,,9.67,8.06 [4.96 - 9.67],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2010,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.54,,,0.063,,1.41,0.54 [0.06 - 1.41],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2010,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,7.54,,,4.76,,8.26,7.54 [4.76 - 8.26],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2009,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,7.67,,,4.26,,9.27,7.67 [4.26 - 9.27],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2009,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.50,,,0.041,,1.4,0.5 [0.04 - 1.4],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2009,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,7.18,,,3.99,,7.95,7.18 [3.99 - 7.95],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2008,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,7.27,,,3.38,,8.94,7.27 [3.38 - 8.94],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2008,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.46,,,0.02,,1.4,0.46 [0.02 - 1.4],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2008,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,6.84,,,3.09,,7.63,6.84 [3.09 - 7.63],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2007,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,6.87,,,2.73,,8.54,6.87 [2.73 - 8.54],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2007,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.41,,,0.012,,1.36,0.41 [0.01 - 1.36],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2007,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,6.47,,,2.35,,7.31,6.47 [2.35 - 7.31],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2006,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,6.48,,,2.13,,8.17,6.48 [2.13 - 8.17],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2006,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.38,,,0.003,,1.33,0.38 [0 - 1.33],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2006,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,6.14,,,1.78,,7,6.14 [1.78 - 7.0],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2005,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,6.15,,,1.56,,7.85,6.15 [1.56 - 7.85],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2005,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.34,,,0.001,,1.29,0.34 [0 - 1.29],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2005,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,5.78,,,1.27,,6.72,5.78 [1.27 - 6.72],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2004,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,5.79,,,1.12,,7.55,5.79 [1.12 - 7.55],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2004,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.31,,,0,,1.25,0.31 [0 - 1.25],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2004,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,5.52,,,0.79,,6.46,5.52 [0.79 - 6.46],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2003,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,5.47,,,0.77,,7.28,5.47 [0.77 - 7.28],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2003,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.29,,,0,,1.21,0.29 [0 - 1.21],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2003,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,5.22,,,0.5,,6.23,5.22 [0.5 - 6.23],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2002,FALSE,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,5.20,,,0.58,,7.06,5.2 [0.58 - 7.06],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2002,FALSE,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,0.26,,,0,,1.17,0.26 [0 - 1.17],,,EN,2024-07-01
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2002,FALSE,Residence Area Type,Rural,RESIDENCEAREATYPE_RUR,Cooking fuel,Biomass,HOUSEHOLDCOOKINGFUEL_FUEL_BIOMASS,,,,,,,4.97,,,0.34,,6.02,4.97 [0.34 - 6.02],,,EN,2024-07-01
